,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
38582,1680.0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,24,0,1,0
38583,42420.0,0,1,0,0,0,1,0,1,1,0,0,0,15,9,0,1,0,31,0,1,0
38585,6996.0,0,1,0,0,2,0,0,0,1,0,0,0,8,4,0,0,0,27,0,1,0
38589,34560.0,0,1,0,0,2,0,0,0,1,1,0,0,12,8,0,0,0,32,0,1,0
38591,792000.0,0,1,0,0,1,1,0,0,1,0,0,0,4,2,0,1,0,24,0,1,0
38592,90888.0,0,1,0,0,0,1,0,0,1,0,0,0,16,12,0,0,0,35,0,1,0
38596,60000.0,1,1,0,0,1,0,0,1,1,0,0,0,7,4,0,1,0,26,0,1,0
38597,34372.0,0,1,0,0,0,1,0,0,1,0,0,0,7,3,0,0,0,22,0,1,0
38599,32062.0,0,1,0,0,0,1,0,0,1,0,0,0,9,5,0,1,0,31,0,1,0
38600,33600.0,0,1,0,0,1,0,1,0,1,0,0,0,15,10,0,1,0,33,0,1,0
38601,10488.0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,38,0,1,0
38602,6456.0,0,1,0,0,1,0,0,0,1,0,0,0,5,1,0,1,0,25,0,1,0
38603,54956.0,0,1,0,0,2,1,0,0,0,0,0,0,14,0,0,0,0,30,1,0,0
38604,133781.0,0,1,0,0,2,0,0,0,1,0,0,0,33,32,0,0,0,61,0,1,0
38605,68178.0,0,1,0,0,1,1,0,0,1,0,0,0,8,4,0,0,0,24,0,1,0
38607,52339.0,0,1,0,0,0,0,0,0,1,0,0,0,10,8,0,0,0,35,0,1,0
38609,107220.0,0,1,0,0,1,1,0,0,1,0,1,0,10,6,0,0,0,23,0,1,0
38612,5340.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,22,0,1,0
38615,12000.0,0,1,0,0,1,0,0,0,1,0,0,0,7,1,1,0,0,25,0,0,1
38616,90000.0,0,1,0,0,2,1,0,0,1,0,0,0,25,12,0,1,0,36,0,0,1
38617,16896.0,0,1,0,0,1,1,0,1,1,0,0,0,20,10,0,0,0,34,0,1,0
38620,5597.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,23,0,1,0
38621,54996.0,0,1,0,0,1,0,0,0,0,0,1,0,6,2,0,1,0,32,0,1,0
38623,18852.0,0,1,0,0,1,0,0,0,1,0,0,0,10,30,0,0,0,36,0,1,0
38624,72182.0,0,1,0,0,1,1,0,0,1,0,0,0,15,13,0,0,0,34,0,1,0
38625,42028.0,0,1,0,0,1,0,0,1,1,0,0,0,13,6,1,1,0,28,0,1,0
38627,280000.0,0,1,0,0,2,1,0,0,0,0,1,0,35,20,0,1,0,55,0,1,0
38628,481212.0,0,1,0,0,1,0,0,0,1,0,0,0,25,22,0,0,0,50,0,1,0
38629,16032.0,1,0,1,0,2,0,0,0,1,1,1,1,22,15,0,1,0,37,0,1,0
38630,39254.0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,33,1,0,0
38633,173000.0,0,1,0,0,2,0,0,0,1,0,1,0,20,8,0,0,0,32,1,0,0
38634,14436.0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,22,0,1,0
38635,840.0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,20,0,1,0
38636,89209.0,0,1,0,0,1,1,0,0,1,0,0,0,8,2,1,0,0,24,0,1,0
38637,18636.0,0,1,0,0,1,0,0,0,1,0,0,0,12,8,1,0,0,32,0,1,0
38638,57264.0,0,1,0,0,2,1,1,0,0,0,0,1,7,6,1,0,0,38,0,1,0
38639,102061.0,0,1,0,0,1,0,0,0,1,0,0,0,15,10,0,0,0,34,0,1,0
38643,41244.0,0,1,0,0,1,0,0,0,1,0,0,0,6,5,0,0,0,28,0,1,0
38646,18000.0,0,1,0,0,1,1,0,0,1,0,1,0,7,3,1,0,0,24,0,1,0
38650,11369.0,0,1,0,0,1,1,0,0,1,0,0,0,7,3,1,0,0,24,0,1,0
38652,60000.0,0,1,0,0,1,1,0,0,0,0,0,0,6,2,0,0,0,24,0,1,0
38653,65308.0,0,1,0,0,2,0,0,0,1,0,0,0,20,18,0,0,0,44,0,1,0
38654,109992.0,0,1,0,0,2,1,0,0,1,0,0,0,25,19,0,0,0,43,0,1,0
38655,72000.0,0,1,0,0,1,0,0,0,1,1,0,0,14,5,0,0,0,27,0,1,0
38663,56376.0,0,1,0,0,2,0,1,0,0,0,0,0,12,10,0,0,1,35,0,1,0
38668,22388.0,0,1,0,0,1,1,0,0,1,0,0,0,4,1,0,1,0,22,0,1,0
38669,82000.0,0,1,0,0,1,1,1,0,1,0,0,0,6,3,0,1,0,22,0,0,1
38670,103117.0,0,1,0,0,2,1,1,0,0,0,0,1,8,3,0,0,1,35,0,1,0
38671,35329.0,0,1,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,18,0,1,0
38674,57744.0,0,1,0,0,2,0,0,1,1,0,0,0,35,28,0,0,0,53,0,1,0
38675,130000.0,0,1,0,0,1,1,0,0,1,0,0,0,10,8,0,0,0,33,0,1,0
38676,27805.0,0,1,0,0,0,1,0,0,1,0,0,0,6,3,0,0,0,21,0,1,0
38679,19200.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,1,0,0,23,0,1,0
38681,78500.0,0,1,0,0,1,1,0,0,1,0,0,0,5,3,0,0,0,23,0,1,0
38684,11628.0,0,1,0,0,2,0,0,0,1,0,0,0,15,6,1,0,0,34,0,1,0
38685,18456.0,0,1,0,0,2,0,0,0,1,0,0,0,7,5,0,1,0,23,0,1,0
38687,27864.0,0,1,0,0,1,1,0,0,1,0,0,0,14,13,0,0,0,33,0,1,0
38690,39336.0,1,1,0,0,1,1,1,0,1,0,0,0,11,7,0,1,0,25,0,1,0
38693,24729.0,1,1,0,0,1,0,0,0,1,0,1,0,2,5,0,0,0,28,0,1,0
38694,151128.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,26,0,1,0
38695,25968.0,0,1,0,0,2,0,0,0,1,0,0,0,11,5,1,1,0,33,0,1,0
38699,30936.0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,32,1,0,0
38700,150000.0,0,1,0,0,0,0,0,0,1,0,0,0,33,30,0,0,0,47,0,1,0
38702,3468.0,1,1,0,0,1,0,0,0,1,0,1,0,4,4,0,0,0,23,0,1,0
38703,180000.0,0,1,0,0,0,0,0,0,1,0,1,0,20,20,0,1,0,54,0,0,1
38704,58749.0,0,1,0,0,1,1,0,0,1,0,0,0,9,6,1,0,0,27,0,1,0
38705,5388.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,1,0,0,28,0,1,0
38706,41871.0,0,1,0,0,0,0,0,0,1,0,0,0,19,11,0,0,0,34,0,1,0
38708,59579.0,0,1,0,0,2,1,1,0,0,0,0,0,6,2,0,1,0,25,0,1,0
38712,7200.0,1,1,0,0,1,0,1,0,1,0,1,0,5,3,0,1,0,29,0,1,0
38713,27960.0,0,1,0,0,1,0,0,1,1,0,0,0,16,11,0,1,0,34,0,1,0
38715,23376.0,1,0,1,0,0,0,0,0,1,0,0,0,11,8,0,0,0,30,0,1,0
38717,46926.0,0,1,0,0,2,0,1,0,1,0,0,1,24,13,0,1,0,33,0,1,0
38718,32062.0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,33,0,1,0
38719,22668.0,0,1,0,0,1,0,0,0,1,0,0,0,8,3,1,1,0,26,0,1,0
38720,8396.0,0,1,0,0,2,1,0,0,1,0,0,0,6,5,1,0,0,32,1,0,0
38721,5400.0,0,1,0,0,1,0,0,0,1,1,0,0,10,2,1,0,0,24,0,1,0
38722,150000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,0,1,0,34,0,1,0
38725,90000.0,0,1,0,0,2,0,0,1,1,0,0,0,20,6,0,1,0,48,0,1,0
38726,27000.0,0,1,0,0,1,0,0,0,1,0,0,0,12,3,0,1,0,24,0,1,0
38727,9795.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,0,1,0,23,0,1,0
38728,100000.0,0,0,1,0,0,0,0,0,1,1,0,0,18,14,0,0,0,32,0,1,0
38729,10752.0,0,1,0,0,1,0,0,0,1,0,1,0,9,5,1,0,0,26,0,1,0
38730,6468.0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,19,0,1,0
38731,60000.0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,23,0,1,0
38732,1539.0,0,1,0,0,1,0,0,0,1,0,0,0,12,10,1,0,0,31,0,1,0
38734,10260.0,0,1,0,0,0,0,0,0,1,0,1,0,6,1,1,0,0,21,0,1,0
38735,58000.0,0,1,0,0,1,1,0,0,1,0,0,0,3,2,0,0,0,25,0,1,0
38738,22572.0,0,1,0,0,1,1,0,0,1,1,0,0,20,11,0,0,0,32,0,1,0
38739,62000.0,0,1,0,0,1,0,0,1,1,0,0,0,16,13,0,0,0,40,0,1,0
38741,58320.0,0,1,0,0,1,0,0,0,1,1,0,0,35,21,0,0,0,45,0,1,0
38742,120000.0,0,1,0,0,1,1,0,1,1,1,0,0,15,12,0,1,0,35,0,1,0
38743,10526.0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,0,1,0,20,0,1,0
38744,28920.0,0,1,0,0,0,0,0,0,1,0,0,0,18,15,1,0,0,37,0,1,0
38745,17664.0,0,1,0,0,1,0,0,1,1,1,1,0,8,6,0,0,0,28,0,1,0
38746,52934.0,0,1,0,0,2,1,0,0,0,0,0,0,5,3,0,1,1,31,0,1,0
38747,19236.0,0,1,0,0,1,1,0,0,1,0,0,0,3,3,0,0,0,23,0,1,0
38748,65000.0,0,1,0,0,2,0,0,1,1,1,0,0,14,8,0,0,0,32,0,1,0
38752,92196.0,0,1,0,0,2,0,0,0,1,0,0,0,10,6,0,0,0,31,1,0,0
38753,32064.0,0,1,0,0,1,1,0,0,1,0,0,0,5,4,0,0,1,25,0,1,0
38755,60190.0,0,1,0,0,2,0,0,0,1,1,1,0,6,4,0,1,0,31,0,1,0
38757,46872.0,0,1,0,0,0,1,0,0,1,0,0,0,9,0,1,1,0,22,0,1,0
38758,108160.0,0,1,0,0,1,0,0,0,1,1,1,0,19,9,1,1,0,31,0,1,0
38761,18000.0,0,0,1,0,0,0,0,0,1,0,0,0,20,15,0,0,0,47,0,1,0
38767,24588.0,0,1,0,0,1,0,0,0,1,1,0,0,18,12,0,1,0,34,0,1,0
38769,6120.0,0,1,0,0,1,0,0,0,1,1,1,0,10,8,0,1,0,27,0,1,0
38770,11894.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,0,0,26,0,1,0
38771,20628.0,1,1,0,0,0,0,0,0,1,0,0,0,17,6,0,1,0,29,0,1,0
38774,107568.0,0,1,0,0,1,0,0,0,1,0,0,0,15,11,0,0,0,38,0,1,0
38775,20989.0,0,1,0,0,1,1,0,0,1,0,1,0,8,8,1,1,0,31,0,1,0
38777,58881.0,0,0,1,0,1,0,0,0,1,0,0,0,33,27,0,0,0,46,0,1,0
38778,5820.0,0,1,0,0,2,0,0,1,1,0,0,0,2,4,1,1,0,24,0,1,0
38779,88500.0,0,1,0,0,0,1,0,0,1,1,0,0,4,4,0,0,0,34,0,1,0
38780,15900.0,1,1,0,0,1,1,0,0,1,0,0,0,12,9,0,0,0,33,0,1,0
38781,26169.0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,22,0,1,0
38783,60844.0,1,1,0,0,1,0,0,0,1,1,0,0,19,14,0,0,0,40,0,1,0
38784,9048.0,0,1,0,0,0,1,0,0,1,0,0,0,7,3,0,0,0,25,0,1,0
38785,55000.0,0,1,0,0,0,1,0,1,1,0,0,0,35,2,0,0,0,59,0,1,0
38786,20000.0,0,1,0,0,0,0,0,0,1,0,0,1,8,3,0,1,0,20,0,1,0
38787,16500.0,0,1,0,0,1,0,0,0,1,0,0,0,9,2,1,1,0,26,0,1,0
38788,67599.0,0,1,0,0,1,0,0,0,1,0,0,0,7,4,0,0,0,26,0,1,0
38790,55000.0,0,0,1,0,1,0,0,0,1,0,0,0,11,10,0,1,0,33,0,1,0
38793,21648.0,1,1,0,0,1,0,0,0,1,0,0,0,12,4,0,1,0,25,0,1,0
38796,77000.0,1,1,0,0,1,0,1,0,0,0,0,0,5,4,0,1,0,32,0,1,0
38801,70000.0,0,1,0,0,1,0,0,0,1,0,0,1,5,0,1,1,0,23,0,1,0
38802,52339.0,0,1,0,0,2,0,1,0,0,0,0,0,8,4,0,1,0,32,1,0,0
38803,17868.0,0,1,0,0,1,1,0,0,1,0,0,0,4,2,0,1,0,30,0,1,0
38806,2952.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,25,0,1,0
38808,200000.0,0,1,0,0,1,0,0,0,1,0,0,0,24,19,0,0,0,39,0,1,0
38809,65000.0,0,1,0,0,1,1,0,0,0,0,0,0,11,4,0,0,1,32,0,1,0
38811,22920.0,0,1,0,0,2,0,0,0,1,0,0,0,12,10,0,1,0,34,0,1,0
38813,40524.0,0,1,0,0,1,1,0,0,1,0,0,0,7,3,0,0,0,33,0,1,0
38817,69612.0,0,1,0,0,1,0,0,0,1,0,0,0,6,5,0,0,0,25,0,1,0
38818,16092.0,0,1,0,0,2,1,0,0,1,0,0,0,13,7,1,1,0,31,0,1,0
38819,48120.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,0,0,25,1,0,0
38822,113000.0,0,1,0,0,1,0,0,0,1,0,0,0,6,4,0,0,0,26,0,1,0
38823,41000.0,0,1,0,0,1,1,0,0,0,0,0,1,10,4,0,1,0,21,0,1,0
38825,40092.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,0,0,0,27,0,1,0
38827,22512.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,0,0,0,29,0,1,0
38831,45372.0,0,1,0,0,2,0,0,0,1,1,0,0,13,7,0,0,0,28,0,1,0
38833,56142.0,0,1,0,0,1,0,1,0,1,0,0,0,7,3,0,1,0,22,0,1,0
38834,20736.0,0,1,0,0,1,0,0,0,1,0,0,0,14,8,0,0,0,32,0,1,0
38835,58000.0,0,1,0,0,1,0,1,1,1,0,1,0,7,2,0,1,0,27,0,1,0
38836,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,36,0,1,0
38837,18360.0,0,1,0,0,0,1,0,0,1,0,0,0,10,7,0,1,0,28,0,1,0
38838,14692.0,0,1,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,20,0,1,0
38840,120800.0,0,1,0,0,0,0,0,1,1,0,0,0,8,6,0,1,0,32,0,1,0
38847,54956.0,0,1,0,0,2,0,0,0,1,0,0,0,12,5,0,0,0,30,0,1,0
38848,13752.0,0,1,0,0,1,1,0,0,1,0,0,0,10,2,0,1,0,28,0,1,0
38849,9840.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,1,1,0,22,0,1,0
38850,7560.0,0,1,0,0,1,0,0,0,1,0,0,0,7,3,1,0,0,24,0,1,0
38852,32460.0,0,1,0,0,1,1,1,0,1,0,1,0,14,10,1,1,0,33,0,1,0
38853,108000.0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,0,0,0,53,0,1,0
38854,100000.0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,30,0,1,0
38856,160000.0,0,1,0,0,0,1,0,0,1,0,0,0,20,15,0,1,0,40,0,1,0
38857,9795.0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,24,0,1,0
38859,34284.0,0,1,0,0,2,1,0,0,1,0,0,0,11,10,0,0,0,32,0,1,0
38861,42900.0,0,1,0,0,2,0,0,0,1,0,0,0,8,5,1,0,0,29,0,1,0
38862,282924.0,0,1,0,0,1,0,0,0,1,0,0,0,3,3,1,0,0,28,0,1,0
38865,24372.0,0,1,0,0,2,1,0,0,1,0,0,0,12,5,1,0,0,28,0,1,0
38867,91660.0,0,1,0,0,0,0,0,0,1,1,0,0,29,12,0,0,0,35,0,1,0
38871,34372.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,1,0,0,28,0,1,0
38872,71500.0,0,1,0,0,1,1,0,0,1,0,0,0,4,3,0,0,0,24,0,1,0
38874,7536.0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,26,0,1,0
38876,40000.0,0,1,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,31,0,1,0
38877,8076.0,0,0,1,0,1,0,0,0,1,0,0,0,8,5,0,0,0,32,0,1,0
38878,120000.0,0,1,0,0,1,1,0,0,1,1,0,0,18,14,1,1,0,46,0,1,0
38879,641244.0,0,1,0,0,2,1,0,0,1,1,0,0,6,3,0,1,0,30,0,1,0
38881,28650.0,0,0,1,0,1,0,0,0,1,0,0,0,7,2,0,0,0,24,0,1,0
38882,150000.0,0,1,0,0,2,1,0,0,1,0,0,0,17,12,0,0,0,33,0,1,0
38886,45000.0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,30,0,1,0
38890,54996.0,0,1,0,0,1,0,1,0,1,0,1,0,33,18,0,1,0,42,0,1,0
38891,120000.0,0,1,0,0,0,0,0,0,1,1,0,0,10,10,0,1,0,29,0,1,0
38892,43538.0,0,1,0,0,2,1,0,0,1,0,0,0,13,5,0,1,0,26,0,1,0
38895,165000.0,0,1,0,0,1,0,0,0,1,0,0,0,30,30,0,0,0,59,0,1,0
38897,95000.0,1,1,0,0,1,0,0,0,1,0,0,0,6,0,1,1,0,23,0,1,0
38900,64128.0,0,1,0,0,1,0,0,0,1,0,0,0,9,8,0,1,0,30,0,1,0
38901,29676.0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,33,0,1,0
38902,72530.0,0,1,0,0,1,0,0,0,1,0,0,0,15,12,0,0,0,30,0,1,0
38903,60492.0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,0,0,0,31,0,1,0
38905,41244.0,0,1,0,0,2,0,0,0,1,0,0,0,9,7,0,0,0,29,0,1,0
38906,27240.0,0,1,0,0,2,0,0,1,1,1,1,0,16,10,0,1,0,32,0,1,0
38907,140000.0,0,1,0,0,1,0,0,0,1,0,0,0,6,6,0,1,0,35,0,1,0
38910,170000.0,1,1,0,0,1,1,0,0,1,0,1,0,29,20,0,0,0,39,0,1,0
38911,4584.0,0,1,0,0,2,0,0,0,1,0,0,0,4,3,1,0,0,20,0,1,0
38912,120000.0,0,1,0,0,2,0,0,0,1,0,1,0,21,15,0,1,0,41,0,0,1
38914,58501.0,0,1,0,0,2,0,0,0,1,0,0,0,25,24,0,0,0,52,0,1,0
38917,53335.0,0,1,0,0,1,0,0,0,1,0,0,0,13,10,0,1,0,34,0,1,0
38919,67000.0,0,1,0,0,2,0,0,0,1,0,0,0,44,35,1,0,0,56,0,1,0
38923,62604.0,0,1,0,0,2,0,0,0,1,0,0,0,10,1,0,0,0,34,0,1,0
38926,58356.0,0,1,0,0,2,1,0,0,1,0,0,0,24,14,0,1,0,39,0,1,0
38927,61870.0,0,1,0,0,0,1,0,0,1,0,0,0,24,18,0,0,0,42,0,1,0
38928,42612.0,0,1,0,0,2,1,0,0,1,0,0,1,21,15,0,1,0,33,0,1,0
38933,165000.0,1,1,0,0,2,1,0,0,1,0,0,0,10,5,0,1,0,29,0,1,0
38937,35088.0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,30,1,0,0
38938,51986.0,0,1,0,0,1,0,0,0,1,0,0,0,15,11,0,0,0,37,0,1,0
38940,56376.0,0,1,0,0,2,0,0,0,1,0,0,0,30,20,0,0,1,42,0,1,0
38942,36060.0,0,1,0,0,1,1,0,0,1,0,0,0,10,3,1,1,0,26,0,1,0
38943,17868.0,0,1,0,0,0,1,0,0,1,1,0,0,8,2,1,1,0,23,0,1,0
38944,20628.0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,0,0,0,25,0,1,0
38945,21311.0,0,1,0,0,2,0,0,0,1,1,1,0,4,2,0,1,0,26,0,1,0
38947,58655.0,0,1,0,0,2,0,0,0,1,0,0,0,10,5,0,0,0,30,0,1,0
38948,30252.0,0,0,1,0,2,0,0,0,1,0,1,0,14,6,0,0,0,28,0,1,0
38949,98000.0,0,1,0,0,1,1,0,1,1,0,0,0,14,10,0,0,0,25,0,1,0
38950,170000.0,1,1,0,0,0,0,0,0,1,0,0,0,23,13,1,1,1,37,0,1,0
38951,44283.0,0,1,0,0,1,1,0,0,1,0,0,0,8,3,1,0,0,26,0,1,0
38952,11280.0,0,0,1,0,1,0,0,1,1,0,0,0,8,4,0,0,0,18,0,1,0
38953,12456.0,0,1,0,0,1,0,0,1,1,0,0,0,13,21,0,0,0,28,0,1,0
38954,10308.0,0,1,0,0,2,0,0,0,1,0,0,0,10,5,1,0,0,32,1,0,0
38956,59652.0,0,1,0,0,2,0,0,0,1,0,1,0,8,5,0,1,0,33,1,0,0
38957,5988.0,1,1,0,0,1,0,0,0,1,0,0,0,12,8,1,0,0,36,0,1,0
38958,110000.0,0,1,0,0,0,0,0,1,1,1,1,0,18,20,0,0,0,41,0,1,0
38961,18252.0,0,1,0,0,2,0,0,0,1,0,0,0,9,6,1,0,0,32,0,1,0
38963,29328.0,0,1,0,0,2,0,0,0,1,0,0,0,17,8,0,0,0,29,0,1,0
38965,25187.0,0,1,0,0,1,1,1,0,0,0,0,0,0,14,0,1,0,39,0,1,0
38966,58881.0,0,1,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,22,0,1,0
38967,59652.0,0,1,0,0,2,0,0,0,1,0,0,0,28,16,0,0,0,41,1,0,0
38969,40308.0,1,1,0,0,2,0,0,0,1,0,0,0,17,6,1,1,0,32,0,1,0
38970,400000.0,0,1,0,0,2,1,1,0,1,0,1,1,18,10,0,1,0,36,0,1,0
38971,89368.0,0,1,0,0,2,1,0,0,1,0,0,1,25,10,0,0,0,40,0,1,0
38973,42106.0,0,1,0,0,0,1,0,0,1,0,0,0,11,10,0,0,0,31,0,1,0
38975,123000.0,0,1,0,0,1,1,1,0,1,0,0,0,20,8,0,1,0,33,0,1,0
38977,30784.0,0,1,0,0,1,0,0,1,1,0,0,0,8,5,0,0,0,30,0,1,0
38979,180000.0,0,1,0,0,0,0,0,0,1,1,1,0,25,15,0,0,0,38,0,1,0
38980,39768.0,0,1,0,0,0,1,0,0,1,0,0,0,30,7,0,1,0,46,0,1,0
38981,100752.0,0,1,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,27,0,1,0
38982,7560.0,0,1,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,25,0,1,0
38983,100000.0,0,1,0,0,1,1,0,0,1,0,1,0,20,16,0,1,0,44,0,1,0
38985,628068.0,0,1,0,0,2,0,0,0,1,0,0,0,15,10,0,0,0,33,0,1,0
38986,57864.0,0,1,0,0,0,0,0,0,1,0,0,0,5,5,0,1,0,20,0,1,0
38987,840000.0,1,1,0,0,1,0,1,0,0,0,0,0,8,6,0,1,0,30,0,1,0
38990,150000.0,0,1,0,0,1,1,0,0,1,0,0,0,5,3,0,0,0,25,0,1,0
38993,29385.0,0,1,0,0,2,1,0,0,1,0,0,0,14,10,0,0,0,33,0,1,0
38994,58433.0,0,1,0,0,0,0,0,0,1,0,0,0,6,3,1,1,0,37,0,1,0
38997,170000.0,0,1,0,0,1,1,1,0,0,0,0,1,8,6,0,1,1,46,0,1,0
38998,28860.0,0,1,0,0,1,1,0,0,1,0,0,0,4,2,0,1,0,24,0,1,0
38999,83500.0,1,1,0,0,2,1,1,0,0,1,1,0,6,3,0,1,0,25,0,1,0
39000,140000.0,0,1,0,0,2,1,1,0,0,0,0,1,45,40,0,0,0,67,0,1,0
39003,27024.0,1,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,23,0,1,0
39004,45864.0,0,1,0,0,0,0,0,0,1,0,0,0,15,9,0,0,0,31,0,1,0
39005,110000.0,0,1,0,0,2,1,0,0,1,0,0,0,10,4,1,1,0,27,0,1,0
39007,110000.0,0,1,0,0,1,0,0,0,1,0,0,0,20,7,0,0,0,39,0,1,0
39008,210000.0,0,1,0,0,2,1,0,0,1,0,0,0,36,30,0,0,0,53,0,1,0
39010,115000.0,0,1,0,0,0,0,1,0,1,0,1,0,25,20,0,1,0,45,0,1,0
39011,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,15,6,0,1,0,27,0,1,0
39013,100000.0,0,1,0,0,0,0,0,0,1,0,1,0,16,11,0,0,0,31,0,1,0
39015,61230.0,0,1,0,0,2,1,0,0,1,0,0,0,12,2,0,0,0,27,0,1,0
39017,90000.0,0,1,0,0,1,0,0,0,1,0,0,0,12,6,1,0,0,30,0,1,0
39018,19152.0,0,1,0,0,1,0,0,1,1,0,0,0,2,1,1,0,0,26,0,1,0
39019,110000.0,0,1,0,0,1,1,0,0,1,0,0,0,4,1,0,1,0,24,0,1,0
39021,6048.0,0,1,0,0,2,1,0,0,1,0,0,0,12,2,1,1,0,27,0,1,0
39023,16032.0,0,1,0,0,2,0,0,1,0,0,0,0,3,1,0,1,0,28,0,1,0
39025,53460.0,1,0,1,0,0,0,0,1,1,0,0,0,14,6,0,0,0,25,0,1,0
39027,9216.0,0,1,0,0,0,0,0,0,1,0,0,0,11,4,1,0,0,25,0,1,0
39031,90000.0,0,1,0,0,0,0,0,0,1,0,1,0,42,37,0,0,0,54,0,1,0
39032,85000.0,0,1,0,0,1,0,0,0,1,0,0,0,15,12,0,0,0,38,0,1,0
39033,74652.0,0,1,0,0,1,0,0,0,1,0,0,0,7,3,0,0,0,23,0,1,0
39034,160000.0,0,1,0,0,2,1,0,0,1,1,0,0,32,28,0,0,0,52,0,1,0
39036,138109.0,0,1,0,0,2,0,0,0,1,1,0,0,39,24,0,0,0,53,0,1,0
39039,58323.0,0,1,0,0,1,1,0,0,1,0,0,0,40,28,0,0,0,48,0,1,0
39040,170000.0,0,1,0,0,1,1,0,0,0,0,0,0,30,25,0,0,0,48,0,1,0
39043,20041.0,0,0,1,0,0,0,0,1,1,0,0,0,20,10,0,0,0,33,0,1,0
39046,43538.0,0,1,0,0,2,1,0,0,1,0,0,0,22,17,0,0,0,41,0,1,0
39049,22824.0,0,1,0,0,2,0,0,0,1,0,0,1,12,10,0,0,0,29,0,1,0
39051,2855.0,0,1,0,0,1,0,0,0,1,0,0,0,4,24,0,0,0,27,0,1,0
39053,94796.0,0,1,0,0,2,1,0,0,1,0,0,0,10,5,0,0,0,31,0,1,0
39054,145000.0,1,1,0,0,2,0,0,0,0,0,0,0,25,18,0,1,0,40,0,1,0
39055,439644.0,0,1,0,0,1,0,0,1,1,0,0,0,5,2,1,0,0,24,1,0,0
39057,41244.0,1,1,0,0,1,0,0,1,1,0,1,0,10,6,0,1,0,25,0,1,0
39058,20412.0,0,1,0,0,1,0,0,0,1,0,0,0,12,7,1,0,0,35,0,1,0
39059,21504.0,0,1,0,0,1,1,0,0,1,0,0,0,8,1,0,0,0,26,0,1,0
39060,250000.0,0,1,0,0,1,1,0,0,1,0,0,0,8,2,1,1,0,24,0,1,0
39061,11004.0,0,1,0,0,2,0,0,0,1,0,0,0,6,4,0,0,0,26,0,1,0
39062,8028.0,0,1,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,27,0,1,0
39064,15392.0,0,1,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,22,0,1,0
39065,24748.0,0,0,1,0,0,0,0,0,1,0,0,0,15,7,0,0,0,31,0,1,0
39067,49722.0,0,1,0,0,1,0,0,0,1,0,0,0,9,5,0,0,0,27,0,1,0
